question_id,question,options,answer,answer_index,cot_content,category,src
3586,"Какой объем (в кубических сантиметрах) занимает деревянный блок размерами 25,0 м × 10,0 см × 300 мм. Все грани перпендикулярны друг другу.","['750 000 кубических сантиметров'
 '75000 cc переводится на русский язык как 75000 кубических сантиметров.'
 '375 000 кубических сантиметров' '750 кубических сантиметров'
 '300 000 кубических сантиметров'
 '2500 cc переводится на русский как 2500 кубических сантиметров.'
 '1.00 × 10^6 cc переводится на русский язык как ""1 миллион кубических сантиметров"".'
 '2.50 × 10^6 cc переводится на русский язык как ""2 миллиона 500 тысяч кубических сантиметров"".'
 '75 000 кубических сантиметров' '150 000 кубических сантиметров']",A,0,,chemistry,stemez-Chemistry
732,Радиостанция C.B. продается за $89.95. Магазин платит $65.05 за каждую. Найдите процент наценки на основе стоимости и также на основе цены продажи.,"['38.28% - Тридцать восемь целых двадцать восемь сотых процента\n27.68% - Двадцать семь целых шестьдесят восемь сотых процента'
 '35.28% - Тридцать пять целых двадцать восемь сотых процента\n25.68% - Двадцать пять целых шестьдесят восемь сотых процента'
 '39.28% - тридцать девять целых двадцать восемь сотых процента\n30.68% - тридцать целых шестьдесят восемь сотых процента'
 '40.00% - сорок процентов\n28.57% - двадцать восемь целых пятьдесят семь сотых процента'
 '34.28% - тридцать четыре целых двадцать восемь сотых процента\n29.68% - двадцать девять целых шестьдесят восемь сотых процента'
 '41.28% - сорок одна целая двадцать восемь сотых процента\n31.68% - тридцать одна целая шестьдесят восемь сотых процента'
 '36.50% - Тридцать шесть целых пятьдесят сотых процента\n26.50% - Двадцать шесть целых пятьдесят сотых процента'
 '37.28% - Тридцать семь целых двадцать восемь сотых процента\n24.68% - Двадцать четыре целых шестьдесят восемь сотых процента'
 '32.28% - Тридцать два целых двадцать восемь сотых процента.\n27.68% - Двадцать семь целых шестьдесят восемь сотых процента.'
 '38.28% - тридцать восемь целых двадцать восемь сотых процента\n22.68% - двадцать два целых шестьдесят восемь сотых процента']",A,0,,business,stemez-Business
439,"Какой из перечисленных ниже является типом потребительского товара, который покупается относительно редко и требует от потребителей обновления своих знаний перед покупкой?","['Сервисный продукт.' 'Прочный продукт.' 'Покупка товара.' 'Общие товары.'
 'Продукт Impulse.' 'Роскошный продукт.' 'Рекламный продукт.'
 'Специализированный продукт.' 'Нежелательный продукт.'
 'Брендированные продукты.']",C,2,,business,ori_mmlu-marketing
1095,"Покупатель приобрел новый фургон у автодилера. Через две недели, когда покупатель ехал на работу, тормоза внезапно перестали работать. Покупатель пытался остановить фургон перед красным светом, но тормоза не сработали. В результате покупатель проехал на красный свет и столкнулся с автомобилем, управляемым женщиной. Впоследствии женщина предъявила иск против покупателя, требуя возмещения ущерба, полученного в результате аварии. На суде единственным доказательством, представленным истцом относительно причины аварии, было показание инженерного эксперта. Он заявил, что дефект производства стал причиной внезапного отказа тормозов. Исходя из изложенных фактов, ходатайство покупателя о закрытии дела после завершения доказательств истца должно быть...","['отказано, потому что покупатель должен был заметить дефект в течение двух недель после покупки фургона.'
 'Отказано, поскольку покупатель несет строгую ответственность за травмы, вызванные производственным дефектом в автомобиле, который он приобрел.'
 'предоставлено, потому что женщина не была ни пользователем, ни потребителем дефектного продукта.'
 'Учитывая, что женщина не представила никаких доказательств того, что покупатель был небрежным.'
 'Учитывая, что покупатель не нес ответственности за производственный дефект.'
 'Учитывая, что женщина не смогла доказать, что покупатель знал о дефекте.'
 'отказано, поскольку покупатель имел невозможную к передаче обязанность поддерживать тормоза в безопасном состоянии.'
 'отказано, потому что покупатель должен был провести тщательную проверку фургона после покупки.'
 'Учитывая, что женщина не представила доказательства того, что авария была прямым следствием отказа тормозов.'
 'отказано, потому что покупатель не вернул фургон после обнаружения проблемы с тормозами.']",D,3,,law,ori_mmlu-professional_law
12101,"Нагрузка усталости, применяемая на сжимающую пружину, составляет минимальную нагрузку в 145 фунтов и максимальную нагрузку в 295 фунтов. Рассчитайте диаметр проволоки пружины с коэффициентом безопасности, основанным на усталостном разрушении, равным 1,4, и предположим, что средний диаметр витка пружины составляет 0,95 дюйма. Пружину считайте изготовленной из закаленной проволоки.","['0.35 дюйма.' '0.20 дюйма.' '0.28 дюйма.' '0.30 дюйма.' '0.18 дюйма.'
 '0.22 дюйма.' '0.25 дюйма.' '0.40 дюйма.' '0.32 дюйма.' '0.15 дюйма.']",G,6,,engineering,stemez-MachineDesign
10532,"_______________ - популярный инструмент, используемый для анализа сети в многообразных мультипротокольных сетях.","['empty' 'EtterPeak - переводится как ""Пик Эттера"".'
 'Snort - это система обнаружения вторжений в компьютерные сети.' 'Кисмет'
 'empty' 'СуперСкан' 'empty'
 'Nmap - это бесплатный и открытый инструмент для исследования сети и аудита безопасности. Он предоставляет возможность сканирования сетевых хостов и определения открытых портов, обнаружения операционных систем, анализа сетевых служб и многое другое. Nmap является одним из самых популярных инструментов в области информационной безопасности.'
 'Wireshark - программа для анализа сетевого трафика.'
 'NetStumbler - это программа для обнаружения и анализа беспроводных сетей. Она позволяет отслеживать и идентифицировать доступные Wi-Fi сети в окружающей среде.']",B,1,,computer science,ori_mmlu-computer_security
877,Какое из следующих лиц имеет наибольшее право оспорить конституционность данного выделения денег на художественный музей?,"['Ассоциация табачных фермеров, которые утверждают, что легализация марихуаны негативно сказывается на их бизнесе.'
 'Частный художественный музей, который утверждает, что ему несправедливо ущемляются возможности из-за государственного финансирования, предоставляемого публичному музею.'
 'Группа художников, которые утверждают, что их дискриминируют, потому что их искусство не сосредоточено на войне.'
 'Группа местных жителей, утверждающих, что музей вызывает увеличение трафика и шума в их районе.'
 'Группа учителей, которые утверждают, что легализация марихуаны негативно повлияет на их учеников.'
 'Государство, отличное от того, в котором находится музей, в котором расположены несколько других государственных музеев, не получающих субсидии в соответствии с этим законом.'
 'Ассоциация медицинских докторов, утверждающая, что легализация марихуаны приведет к общественной угрозе для здоровья.'
 'Некоммерческая организация ветеранов войны, которая утверждает, что может продемонстрировать большую необходимость в средствах, чем музей.'
 'Покупатель марихуаны, который обязан платить налог.'
 'Группа историков, которые утверждают, что их дискриминируют из-за того, что их исследования не сосредоточены на войне.']",I,8,,law,ori_mmlu-professional_law
6850,"Почему промышленность, производящая основные средства и товары длительного пользования, обычно страдает больше всего во время рецессии с точки зрения производства и занятости?","['Отложимость и монопольная власть.' 'Высокая стоимость производства'
 'Неполноценная инфраструктура'
 'Недостаток квалифицированной рабочей силы.']",A,0,,economics,stemez-Economics
7744,"Какова вероятность того, что случайно выбранное целое число из множества $$\{1,2,3,\ldots,100\}$$ делится на 2 и не делится на 3? Выразите ваш ответ обыкновенной дробью.","['""семнадцать тридцать первых"".' '""одна вторая"".'
 '33/100 переводится на русский язык как ""тридцать три сотых"".'
 '\\frac{17}{50} на русском языке можно записать как ""семнадцать пятьдесятых"".'
 'Одна шестая'
 '\\frac{17}{66} переводится на русский язык как ""семнадцать шестьдесят шестых"".'
 'Один третий'
 '\\frac{31}{66} переводится на русский как ""тридцать одна шестьдесят шестая"".'
 'тридцать одна сотая' '17/100 - семнадцать стоу, или десять семнадцатых']",D,3,,math,ori_mmlu-high_school_mathematics
7695,"Утверждение 1 | Внешнее прямое произведение циклических групп является циклической группой.
Утверждение 2 | Внешнее прямое произведение группы D_3 и группы D_4 изоморфно группе D_12.","['Утверждение 1 является примером утверждения 2, Ложь.'
 'Верно, верно, выведи только русский текст.' 'Истина, Ложь'
 'Оба утверждения верны, но не связаны между собой.'
 'Утверждение 2 является примером утверждения 1.'
 'Оба утверждения верны, но Утверждение 1 иногда является ложным.'
 'Ложь, Истина. Выведи только русский текст.'
 'Утверждение 1 зависит от условий Утверждения 2, Ложь.' 'Ложь, Ложь.'
 'Оба утверждения ложны, но Утверждение 2 иногда верно.']",I,8,,math,ori_mmlu-abstract_algebra
1484,empty,"['Донни будет нести ответственность за причинение телесных повреждений, но не за нападение.'
 'Донни не будет нести ответственность ни за нападение, ни за батарею, потому что он фактически не ударил Салли ножом.'
 'Донни будет нести ответственность за нападение, но не за батарею, потому что он промахнулся ножом по Салли.'
 'Донни будет нести ответственность за нападение и за батарею.'
 'Донни не будет нести ответственности ни за нападение, ни за батарею, потому что это только уголовное дело.'
 'Донни не будет нести ответственность ни за нападение, ни за батарею, потому что Салли не была физически пострадавшей.'
 'Донни будет нести ответственность за нападение и причинение вреда, потому что он намеревался причинить вред.'
 'Донни будет нести ответственность за причинение вреда и батарею, потому что Салли была в ужасе.'
 'Донни будет нести ответственность за батарею, но не за нападение, потому что Салли смогла уклониться от ножа.'
 'Донни будет нести ответственность за нападение, но не за батарею.']",J,9,,law,ori_mmlu-jurisprudence
6608,"25-летняя женщина, которая родила два раза, поступает в больницу на 39-й неделе беременности в активном родовом процессе. У нее были регулярные схватки каждые 4 минуты, но сейчас она испытывает только несколько прерывистых и слабых схваток. Она получила лекарство от боли дважды за последние 6 часов. Обследование не показывает причин для затрудненных родов. Головка плода находится в тазу, оболочки целы, сердечные тоны плода нормальные, шейка матки полностью обратилась и раскрыта на 7 см. Самое вероятное диагноз -","['гипотоническая дисфункция матки' 'нижний ретракционный кольцо матки'
 'цервикальная недостаточность' 'Схватки Бракстона-Хикса.'
 'отслойка плаценты' 'вторичный дисфункциональный труд'
 'утеринная гиперстимуляция' 'преждевременное разрыв плодных оболочек'
 'основной дисфункциональный труд'
 'Неравномерность размеров головки плода и таза']",A,0,,health,ori_mmlu-professional_medicine
6236,"В мигрантском лагере происходит эпидемия, затрагивающая 10 человек всех возрастов. У ни одного из пациентов не было никакой формы иммунизации. Большинство случаев проявляются с жаром, ознобом, тахипноэ, болью в горле, опухшими лимфоузлами и тяжелым недомоганием. Один пациент умирает от осложнений дыхательной системы, а другой - от поражения миокарда. Из дыхательных путей 7 пациентов выделяется грамположительная палочка. Самая вероятная причина вспышки -","['Эпштейн-Барр вирус' 'Легионелла пневмофила' 'Микобактерия туберкулеза'
 'Микоплазма пневмонии' 'Стафилококк ауреус' 'Стрептококк пиогенный'
 'Коринебактерия дифтерии' 'Стрептококк пневмонии'
 'Bordetella pertussis - Бордетелла коклюша'
 'Haemophilus influenzae - Гемофильная палочка гриппа']",G,6,,health,ori_mmlu-professional_medicine
11081,"Постройте полную таблицу истинности для следующего аргумента. Затем, используя таблицу истинности, определите, является ли аргумент допустимым или недопустимым. Если аргумент недопустим, выберите вариант, который представляет контрпример. (Также могут быть и другие контрпримеры.)

~(M ≡ ~N)

M / N, выведите только русский текст.","['Неверно. Приведи контрпример, когда М ложно и N ложно.'
 'Неверно. Пример контраргумента, когда М и N истинны.'
 'Неверно. Приведу контрпример, когда N ложно, а M истинно.'
 'Недопустимо. Пример контраргумента, когда N истинно, а M ложно.'
 'Действительный'
 'Недействительно. Противоречащий пример, когда M ложно и N истинно.'
 'Неверно. Пример контраргумента, когда и М, и N ложны.'
 'Неверно. Пример контрпримера, когда М и N чередуются по истинности.'
 'Недействительно. Пример, когда М истинно, а N ложно.']",E,4,,philosophy,ori_mmlu-formal_logic
7378,"Рассмотрим следующие оценки автокорреляции, полученные на основе 250 данных:

1) Лаг 1 2 3

2) Коэффициент 0.2 -0.15 -0.1

3) Предполагая, что коэффициенты приблизительно нормально распределены, какие из коэффициентов являются статистически значимыми на уровне 5%?","['1, 2 и 3 только' 'empty'
 'Ни один из них не имеет статистической значимости.' '1 и 3 только.'
 'только' 'три только'
 'Невозможно определить статистическую значимость, так как не были указаны стандартные ошибки.'
 '2 только' '1 и 2 только.' '2 и 3 только.']",I,8,,economics,ori_mmlu-econometrics
9362,Два спутника Марса называются...,"['Деймос и Тритон.' 'Фобос и Деймос' 'Тритон и Деймос.' 'Фобос и Деймос'
 'Тритос и Десмос' 'Фобос и Марс II' 'Фобос и Тритон' 'Фобос и Тритон.'
 'Тритос и Деймос.' 'Деймос и Марс I']",D,3,,physics,ori_mmlu-astronomy
4874,Младший дрянной период (Younger Dryas) был:,"['Период экологических изменений, который привел к временному покиданию людьми большей части северной Европы.'
 'период потепления в конце плейстоцена.'
 'период ледникового расширения между 12 900 и 11 600 лет назад.'
 'Период сильного метеоритного воздействия, вызывающий массовое вымирание.'
 'Период значительной вулканической активности, который привел к глобальному похолоданию.'
 'Период отступления ледников между 10 900 и 9 000 лет назад.'
 'охлаждающий период, который произошел во время юрского периода.'
 'период быстрого опустынивания в северной Африке.'
 'Период отступления ледников, который отметил начало голоценовой эпохи.'
 'период ледникового расширения в эпоху миоцена.']",C,2,,history,ori_mmlu-prehistory
8456,"Температура упала на 11°F между 6 вечера и 10 вечера. В 10 вечера она составляла 84°F. Напишите и решите уравнение, чтобы найти температуру в 6 вечера.","['84 − t = 11 переводится как ""84 минус t равно 11"".\n73°F переводится как ""73 градуса по Фаренгейту"".'
 '84 минус 11 равно t; 73°F.'
 't + 11 = 84; 73°F\n\nПеревод:\nt + 11 = 84; 73°F'
 't + 84 = 11 переводится на русский язык как ""t + 84 = 11"".\n-73°F переводится на русский язык как ""-73°F"".'
 't - 84 = 11; -73°F\n\nПеревод на русский:\n\nt минус 84 равно 11; -73°F'
 '11 - t = 84; -73°F\n\nОдиннадцать минус t равно восемьдесят четыре; минус семьдесят три градуса по Фаренгейту.'
 '84 - t = 11; 11°F\n84 минус t равно 11; 11 градусов по Фаренгейту'
 't − 11 = 84 переводится на русский язык как ""t минус 11 равно 84"".\n95°F переводится на русский язык как ""95 градусов по Фаренгейту"".']",H,7,,math,ori_mmlu-elementary_mathematics
1922,"Городской закон о ""регулировании потока"" предписывал, что все твердые отходы, находящиеся в пределах города, должны быть доставлены в местное предприятие в городе для обработки, прежде чем они могут быть отправлены в другие штаты для дальнейшей утилизации. Процессор твердых отходов подал иск против города в федеральном суде, утверждая, что закон дискриминирует на основе местного экономического протекционизма. Город ответил, что закон не дискриминирует, потому что он не различает твердые отходы по географическому происхождению. Все твердые отходы, независимо от происхождения, должны быть обработаны и сделаны экологически безопасными на трансферной станции, прежде чем они покинут город. Будет ли федеральный суд признавать, что закон о регулировании потока является дискриминационным в отношении свободного потока межштатной торговли?","['Нет, потому что такое постановление необходимо для защиты общественного здоровья и безопасности.'
 'Да, потому что это позволяет только предпочтительному оператору обрабатывать отходы, находящиеся в пределах города, исключая внешних производителей, которые могут быть заинтересованы в получении части бизнеса.'
 'Нет, потому что город просто хотел убедиться, что твердые отходы, покидающие территорию, не наносят вред окружающей среде.'
 'Нет, потому что город не дискриминировал относительно отходов никого, если они находились в пределах города, штат, откуда материал происходил, не принимался во внимание.'
 'Да, потому что данное постановление дает несправедливое преимущество местным производителям по сравнению с производителями из других штатов.'
 'Нет, потому что постановление основано на экологических проблемах, а не на экономическом протекционизме.'
 'Да, потому что это требует, чтобы процессоры приезжали в штат, чтобы иметь возможность обрабатывать отходы, вместо того чтобы получать их на их месте вне штата.'
 'Нет, потому что положение применяется одинаково ко всем отходам, независимо от их происхождения.'
 'Да, потому что это создает барьер для входа для обработчиков отходов из других штатов.']",B,1,,law,ori_mmlu-professional_law
8983,"Организация проведения опросов хочет предсказать результаты предстоящих национальных выборов (в терминах доли избирателей, проголосовавших за каждого кандидата). Они намерены использовать интервал доверия 95% с погрешностью не более 2,5%. Какой минимальный объем выборки необходим для достижения этой цели?","['2048 - это популярная головоломка, в которой нужно объединять плитки с одинаковыми числами, чтобы получить число 2048.'
 'тысяча' 'тридцать девять' '""тысяча пятьсот тридцать шесть"".'
 'две тысячи' 'сорок' 'тысяча двадцать четыре'
 '1537 - тысяча пятьсот тридцать семь.' '4096' 'пятьсот']",H,7,,math,ori_mmlu-high_school_statistics
3865,"Найдите парциальное давление CCl_4 (тетрахлорметана) при 38°C, если H^1 = 32,000 (Дж/моль), а при 23°C парциальное давление составляет 0,132 атм.","['400 атмосфер' '200 атмосфер, выведи только русский текст.'
 '175 атмосфер' '300 атмосфер' 'empty' '150 атмосфер' '0,275 атмосферы'
 '250 атмосфер' '0,132 атмосферы' '0,325 атмосферы']",H,7,,chemistry,stemez-Chemistry
1644,"Человек совершил ряд отвратительных преступлений, включая похищение, которое привело его через границы штата и нарушило федеральное законодательство. Он был признан виновным и получил пожизненное заключение. Однако, президент Соединенных Штатов помиловал преступника, так как они были друзьями с детства. Возникла большая возмущенная реакция, и эксперты на телевидении заявили, что требуется законодательство, чтобы предотвратить подобную несправедливость в будущем. Будет ли такое законодательство конституционным?","['Нет, потому что полномочия президента по помилованию могут быть ограничены только путем изменения конституции.'
 'Да, потому что Верховный суд может отменить президентское помилование.'
 'Нет, потому что Конституция не допускает никаких ограничений на президентскую власть помилования.'
 'Да, в соответствии с статьей II.' 'Да, в соответствии со статьей I.'
 'Да, потому что президентская власть по помилованию не является неограниченной согласно решению Верховного суда.'
 'Да, согласно Пятой поправке.'
 'Да, потому что Конгресс может ограничить право помилования.'
 'Хотя то, что сделал президент, не было хорошей идеей, Конституция явно предоставляет президенту неограниченную власть помилования.'
 'Нет, потому что Конституция дает президенту абсолютную власть в выдаче помилований за федеральные преступления.']",I,8,,law,ori_mmlu-professional_law
1324,"В один вечер подсудимый был на вечеринке и предложил продать участнику вечеринки унцию марихуаны. Участник вечеринки согласился купить марихуану и дал подсудимому 200 долларов. Взамен подсудимый передал участнику вечеринки сумку, в которой, по видимости, находилась марихуана. В момент сделки подсудимый знал, что в сумке на самом деле находится не марихуана, а орегано. Подсудимый виновен в каких-либо из следующих преступлений?","['Соблазнение, попытка продажи наркотиков и ложные предлоги.'
 'Ложные предлоги.' 'Злоупотребление доверием и ложные представления.'
 'Попытка продажи наркотиков и ложные предлоги.'
 'Попытка продажи наркотиков.' 'Попытка мошенничества.'
 'Нет преступлений, так как не было задействовано наркотических средств.'
 'Мошенничество путем обмана.' 'Совершение и попытка продажи наркотиков.'
 'Запрос, кража обманом и ложные представления.']",B,1,,law,ori_mmlu-professional_law
7079,"С появлением корпоративных гигантов Джон Кеннет Гэлбрейт разработал новую версию регулирования цен. Опишите его концепцию ""противовесной силы"".","['Сопротивляющаяся сила - это экономический контроль, осуществляемый профсоюзами.'
 'Сопротивляющаяся сила - это влияние, которое потребители оказывают через бойкоты и защиту интересов.'
 'Силы противовеса устраняют необходимость в правительственном регулировании.'
 'Силы противодействия описывают конкурентное преимущество крупных корпораций.'
 'Сопротивляющаяся сила - это саморегулирование корпораций для предотвращения вмешательства правительства.'
 'Countervailing power описывает ограничения, которые накладываются на гигантские корпорации в отсутствие конкуренции.'
 'empty'
 'Сопротивляющаяся сила - это полномочия правительства на национализацию крупных корпораций.'
 'Сопротивляющаяся сила - это сила, обладаемая малыми предприятиями.'
 'Силы противодействия представляют собой балансирующий эффект монополий в свободном рынке.']",F,5,,economics,stemez-Economics
9093,"Стальной стержень длиной L = 20 см и площадью поперечного сечения A = 3 см^2 нагревается на одном конце до T_1 = 300°K, в то время как другой конец находится во льду. Предполагая, что тепло передается исключительно через стержень (без потерь от стенок), вычислите массу mо льда, который растает за время ∆t = 10 мин. Теплопроводность стали составляет k = 0,16 кал/град/сек/см.","['3.0 гр, выведи только русский текст - перевод на русский язык'
 '4.0 гр - четыре грамма' '3.5 гр - это 3 с половиной грамма.' '2.4 гр.'
 '7.3 гр - семь целых три десятых грамма.'
 '5.2 гр - пять целых две десятых грамма.'
 '8.1 гр, выведи только русский текст.' '4.86 гр.'
 '5.8 гр - пять целых восемь десятых грамма.' '6.0 гр - шесть грамм']",H,7,,physics,stemez-Physics
7975,"Вычислите линейный интеграл \int_K xy dx, \int_L xy dx, где K - прямая линия от (0,0) до (1,1), а L - парабола y=x^2 от (0,0) до (1,1). Верните ответ в виде списка.","['[0.333, 0.2] - это числа на английском языке, их перевод на русский язык будет: [0,333, 0,2].'
 '[0.1, 0.05] - это числа на английском языке, поэтому их перевод на русский текст будет ""ноль целых одна десятая, ноль целых пять сотых"".'
 '[0.4, 0.3] - это числа на английском языке и их перевод на русский язык будет ""0.4, 0.3"".'
 '[0.5, 0.75] - это числа на английском языке и их перевод на русский будет ""0,5"" и ""0,75"".'
 '[0.4, 0.5] - это числа на английском языке и их перевод на русский будет ""0.4, 0.5"".'
 '[0.25, 0.333] - это десятичные дроби, которые на русском языке также обозначаются как ""четверть"" и ""треть"".'
 '[0.2, 0.15] - две десятых, пятнадцать сотых.'
 '[0.5, 0.2] - это числа, которые не имеют прямого перевода на русский язык.'
 '[0.333, 0.25] переводится на русский язык как ""0.333, 0.25"".'
 '[0.6, 0.4] - это числовое значение и не имеет прямого перевода на русский язык.']",I,8,,math,theoremQA-Math
12031,"Жидкость (\rho = 62,4 фунта/фут^3 и \mu = 7,5 × 10^-4 фунта/фут-с) протекает мимо плоской пластины со свободной скоростью потока 12 фут/с. Для точки на расстоянии 2 дюйма от переднего края пластины определите: а) толщину ламинарного пограничного слоя. б) касательное напряжение. в) касательную силу на единицу ширины потока, действующую на пластину между передним краем и заданной точкой.","['a) 0.0022 фута\nb) 0.229 фунтов на квадратный фут\nc) 0.0745 фунтов на фут'
 'a) 0.001 фут\nb) 0.230 фунт-сила на квадратный фут\nc) 0.076 фунт-сила на фут'
 'a) 0.002 фута\nb) 0.227 фунтов на квадратный фут\nc) 0.0757 фунтов на фут'
 'a) 0.0015 футов\nb) 0.228 фунтов на квадратный фут\nc) 0.077 фунтов на фут'
 'a) 0.003 фута\nb) 0.229 фунт-сила на квадратный фут\nc) 0.078 фунт-сила на фут'
 'a) 0.0028 футов\nb) 0.224 фунтов на квадратный фут\nc) 0.073 фунта на фут'
 'a) 0.004 фута\nb) 0.232 фунта силы на квадратный фут\nc) 0.074 фунта силы на фут'
 'a) 0.0025 футов\nb) 0.225 фунтов на квадратный фут\nc) 0.075 фунтов на фут'
 'a) 0.0035 футов\nb) 0.231 фунт-сила на квадратный фут\nc) 0.079 фунт-сила на фут'
 'a) 0.0012 футов,\nb) 0.226 фунтов на квадратный фут,\nc) 0.0765 фунтов на фут.']",C,2,,engineering,stemez-TransportPhenomena
4248,"0.25 моль слабой монопротической кислоты растворено в 0.25 литрах дистиллированной воды. Затем был измерен pH, который составил 4.26. Каково значение pKa для этой слабой кислоты?","['4.26 - четыре целых двадцать шесть сотых'
 '3.66 - три целых шестьдесят шесть сотых.'
 '9.26 - девять целых двадцать шесть сотых'
 '2.66 - две целых шестьдесят шесть сотых.'
 '10.52 - десять часов пятьдесят две минуты'
 '7.52 - семь целых пятьдесят две'
 '6.52 - шесть целых пятьдесят две сотых'
 '7.26 - семь целых двадцать шесть сотых' 'Пять целых двадцать шесть.'
 '8.52 - восемь целых пятьдесят две']",J,9,,chemistry,ori_mmlu-high_school_chemistry
3790,Температура заданного газа составляет -10°C. Каковы эквивалентные значения по Фаренгейту и абсолютной шкале Кельвина?,"['-10°F равняется -23.3°C, а 263K равняется -10.15°C.'
 '14°F - это -10°C, а 263K - это -10°C.' '14°F и 283K' '0°F и 253K'
 '0°F - это -17.8°C, а 273K - это 0°C.'
 '14°F - это минус 10 градусов Цельсия, а 253K - это минус 20 градусов Цельсия.'
 '-10°F и 273K' '0°F - это -17.8°C, а 263K - это -10.15°C.' '-10°F и 253K'
 '14°F - это -10°C, а 273K - это 0°C.']",B,1,,chemistry,stemez-PhysicalChemistry
3185,Опишите функцию желудка морской звезды во время питания животного моллюском.,"['Желудок морской звезды остается внутри ее тела и поглощает питательные вещества прямо из воды, в то время как моллюск переваривается наружу.'
 'Желудок морской звезды используется для захвата добычи, выдвигаясь и обхватывая всю мидию.'
 'Желудок морской звезды действует как насос, чтобы силой открыть раковину моллюска перед поглощением.'
 'Желудок морской звезды используется для фильтрации нежелательных частиц из пищи.'
 'Желудок морской звезды используется для измельчения раковины моллюска на съедобные кусочки.'
 'Желудок морской звезды излучает свет, чтобы отвлечь моллюска, пока другие морские звезды питаются им.'
 'Желудок морской звезды выделяет сильную кислоту, чтобы полностью растворить ракушку моллюска перед его поглощением.'
 'Желудок морской звезды выделяет электрические заряды, чтобы оглушить моллюска перед питанием.'
 'Желудок морской звезды используется для хранения пищи для последующего потребления.'
 'empty']",J,9,,biology,stemez-Biology
